date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:59:45	78778/78778	---M--	200	added ('OK')	image/jpeg	etag:%22af2b41b5505247afb45a3e859432870d%22	https://cdn.carrot.com/uploads/hero-bg-default-full.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/hero-bg-default-full.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:45	50201/50201	---M--	200	added ('OK')	image/png	etag:%222991cae905979dc412611cb20a4a3837%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/cropped-Facebook_dp-1.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/cropped-Facebook_dp-1.png	(from https://www.sellmyhousenowusa.com/)
12:59:48	56703/56703	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:47%20GMT	https://www.sellmyhousenowusa.com/how-we-buy-houses/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/how-we-buy-houses/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:48	64643/64643	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:47%20GMT	https://www.sellmyhousenowusa.com/our-company/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/our-company/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:48	67873/67873	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:47%20GMT	https://www.sellmyhousenowusa.com/faq/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/faq/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:49	211368/211368	---M--	200	added ('OK')	image/jpeg	etag:%22704876eb18bb6c2034fddcf95f31784a%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/hero-bg.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/hero-bg.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:49	4025/4025	---M--	200	added ('OK')	image/png	etag:%22b1bcfa9ba536ff4cbbde2f0f2ada2def%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/checked-1.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/checked-1.png	(from https://www.sellmyhousenowusa.com/)
12:59:51	54760/54760	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:50%20GMT	https://www.sellmyhousenowusa.com/blog/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/blog/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:51	84884/84884	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:50%20GMT	https://www.sellmyhousenowusa.com/we-buy-houses/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/we-buy-houses/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:51	59753/59753	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:51%20GMT	https://www.sellmyhousenowusa.com/contact-us/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/contact-us/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:51	77009/77009	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:51%20GMT	https://www.sellmyhousenowusa.com/we-buy-houses/cape-coral/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/we-buy-houses/cape-coral/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:52	3157/3157	---M--	200	added ('OK')	image/jpeg	etag:%221842cc6ddca28ecf553fb4bc80a67c5d%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/google-1-svg.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/google-1-svg.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:53	77613/77613	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:53%20GMT	https://www.sellmyhousenowusa.com/we-buy-houses/fort-myers/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/we-buy-houses/fort-myers/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:53	78241/78241	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:53%20GMT	https://www.sellmyhousenowusa.com/estero-2/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/estero-2/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:54	77654/77654	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:53%20GMT	https://www.sellmyhousenowusa.com/we-buy-houses/lehigh-acres/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/we-buy-houses/lehigh-acres/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:54	77282/77282	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:54%20GMT	https://www.sellmyhousenowusa.com/we-buy-houses/naples/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/we-buy-houses/naples/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:55	3343/3343	---M--	200	added ('OK')	image/jpeg	etag:%22556f5c9c263d96757938b616ab705b06%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/yelp-svg-1.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/yelp-svg-1.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:55	16979/16979	---M--	200	added ('OK')	image/jpeg	etag:%22182ea82b124c93c0539c1333fdfe1aec%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/bbb-logo-1.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/bbb-logo-1.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:55	77049/77049	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:55%20GMT	https://www.sellmyhousenowusa.com/we-buy-houses/bonita-springs/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/we-buy-houses/bonita-springs/index.html	(from https://www.sellmyhousenowusa.com/)
12:59:55	4291/4291	---M--	200	added ('OK')	image/jpeg	etag:%22c6cfdb4e8c60a7b01092f609e9276165%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/trustpilot-1.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/trustpilot-1.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:55	3470/3470	---M--	200	added ('OK')	image/jpeg	etag:%222c95ba5a03ac8423e87c93f02ca5d3ee%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/facebook-svg-1.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/facebook-svg-1.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:56	12236/12236	---M--	200	added ('OK')	image/png	etag:%22d4078032e2b634f6ce585742e8f8ec72%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/mortgage-3.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/mortgage-3.png	(from https://www.sellmyhousenowusa.com/)
12:59:56	945/945	---M--	200	added ('OK')	image/png	etag:%22939b88f5320da42edfb7d5af4add61db%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/group-1.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/group-1.png	(from https://www.sellmyhousenowusa.com/)
12:59:56	1071/1071	---M--	200	added ('OK')	image/png	etag:%22b1f7a1d1cc2184efc7ea4b661b7e90b4%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/group-2.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/group-2.png	(from https://www.sellmyhousenowusa.com/)
12:59:56	1153/1153	---M--	200	added ('OK')	image/png	etag:%222d6d098c4f778a24cc4efef83032615f%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/group-3.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/group-3.png	(from https://www.sellmyhousenowusa.com/)
12:59:57	265784/265784	---M--	200	added ('OK')	image/jpeg	etag:%226d24df73f7d0ba704cf419083a69cee3%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/2-1024x683.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/2-1024x683.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:57	212890/212890	---M--	200	added ('OK')	image/jpeg	etag:%22b81185fc5f867c9a8c4aab4ce6dd2954%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/1-1-1024x683.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/1-1-1024x683.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:57	5867/5867	---M--	200	added ('OK')	image/png	etag:%22d8b797b923dee62ad9bc5d54e7d6867a%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/checked-1-1.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/checked-1-1.png	(from https://www.sellmyhousenowusa.com/)
12:59:58	243467/243467	---M--	200	added ('OK')	image/jpeg	etag:%22cc13455be2d18f539ea67bf4b202204f%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/IMG_3935-1-1024x768.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/IMG_3935-1-1024x768.jpg	(from https://www.sellmyhousenowusa.com/)
12:59:58	7834/7834	---M--	200	added ('OK')	image/png	etag:%22bb019c4dd7626b0836b60bdb79afa839%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/checked-2.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/checked-2.png	(from https://www.sellmyhousenowusa.com/)
12:59:59	187193/187193	---M--	200	added ('OK')	image/jpeg	etag:%2212bf51230210f0deda99097d46fafe6f%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/Sell-Your-House-Fast-Bonita-Springs-Hero-Img-1024x576-1.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/Sell-Your-House-Fast-Bonita-Springs-Hero-Img-1024x576-1.jpg	(from https://www.sellmyhousenowusa.com/)
13:00:00	41535/41535	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2007:59:59%20GMT	https://www.sellmyhousenowusa.com/avoiding-foreclosure-fort-myers/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/avoiding-foreclosure-fort-myers/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:00	200136/200136	---M--	200	added ('OK')	image/jpeg	etag:%22ea5e813c10945e7de8991b803ede9a2a%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/Sell-Your-House-Fast-in-Cape-Coral-hero-img-1024x600-1.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/Sell-Your-House-Fast-in-Cape-Coral-hero-img-1024x600-1.jpg	(from https://www.sellmyhousenowusa.com/)
13:00:00	4412/4412	---M--	200	added ('OK')	image/png	etag:%22d0e9ece16b248fedfdca3f9b5fee155c%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/rating.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/rating.png	(from https://www.sellmyhousenowusa.com/)
13:00:01	3388/3388	---M--	200	added ('OK')	image/png	etag:%229a2b6a7439aacd7a99cde3e122009966%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/mail.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/mail.png	(from https://www.sellmyhousenowusa.com/)
13:00:02	95780/95780	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:02%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-englewood-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-englewood-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:03	96738/96738	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:02%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-cape-coral-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-cape-coral-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:03	97716/97716	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:03%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-bonita-springs-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-bonita-springs-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:03	98064/98064	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:03%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-lehigh-acres-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-lehigh-acres-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:04	4764/4764	---M--	200	added ('OK')	image/png	etag:%223a99053b9f040670e5581da38c6a051f%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/telephone.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/telephone.png	(from https://www.sellmyhousenowusa.com/)
13:00:04	97405/97405	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:04%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-naples-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-naples-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:05	97892/97892	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:05%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-north-fort-myers-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-north-fort-myers-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:05	97781/97781	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:05%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-northport-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-northport-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:07	98413/98413	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:06%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-port-charlotte-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-port-charlotte-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:07	96959/96959	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:07%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-punta-gorda-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-punta-gorda-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:07	96446/96446	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:07%20GMT	https://www.sellmyhousenowusa.com/sell-your-house-fast-venice-fl/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/sell-your-house-fast-venice-fl/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:07	531284/531284	---MCZ	200	added ('OK')	application/javascript	etag:W/%2269e3a137a9c0e1f1254415bf00a8d74c%22	https://cdn.carrot.com/artifacts/app/themes/carrot/dist/scripts/main.f4b04180551e4f4d39ff.js	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/artifacts/app/themes/carrot/dist/scripts/main.f4b04180551e4f4d39ff.js	(from https://www.sellmyhousenowusa.com/)
13:00:08	4655/4655	---M-Z	200	added ('OK')	application/javascript	etag:W/%22136425ff7d2aa5cc6461e8ea7d2f7281%22	https://cdn.carrot.com/artifacts/app/themes/carrot/dist/scripts/autocomplete.e45902226eb59e7d6998.js	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/artifacts/app/themes/carrot/dist/scripts/autocomplete.e45902226eb59e7d6998.js	(from https://www.sellmyhousenowusa.com/)
13:00:09	53863/53863	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:08%20GMT	https://www.sellmyhousenowusa.com/testimonials/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/testimonials/index.html	(from https://www.sellmyhousenowusa.com/)
13:00:10	35906/35906	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Aug%202021%2008:00:10%20GMT	https://www.sellmyhousenowusa.com/c	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/c.20.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
13:00:12	35906/35906	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Aug%202021%2008:00:12%20GMT	https://www.sellmyhousenowusa.com/b	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/b.21.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
13:00:14	35909/35909	---M-Z	404	error ('Not%20Found')	text/html	date:Fri,%2027%20Aug%202021%2008:00:14%20GMT	https://www.sellmyhousenowusa.com/POST	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/POST.22.delayed	(from https://connect.facebook.net/en_US/fbevents.js)
13:00:15	377/377	---M--	200	added ('OK')	image/png	etag:%22277ea83ab3a20afb0ed1279a4c020e7a%22	https://cdn.carrot.com/uploads/step_01.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/step_01.png	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:15	406/406	---M--	200	added ('OK')	image/png	etag:%2227cd3ce2724807ca197695f03ab72d51%22	https://cdn.carrot.com/uploads/step_02.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/step_02.png	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:15	169362/169362	---M--	200	added ('OK')	image/jpeg	etag:%22adb8860381473d6222c0a91a4799a4eb%22	https://cdn.carrot.com/uploads/sites/21832/2021/08/sell-your-house-fast-in-Naples-FL-1024x685-1.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2021/08/sell-your-house-fast-in-Naples-FL-1024x685-1.jpg	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:15	420/420	---M--	200	added ('OK')	image/png	etag:%228a32bf6468947ae21708a66a0516a892%22	https://cdn.carrot.com/uploads/step_03.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/step_03.png	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:16	441/441	---M--	200	added ('OK')	image/png	etag:%221015c79b99b50d0c296e50ec5267dc1a%22	https://cdn.carrot.com/uploads/step_04.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/step_04.png	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:16	691/691	---M-Z	200	added ('OK')	application/rss+xml	etag:W/%22a139a8b90461cb9e533f6ddde7d56ec4%22	https://www.sellmyhousenowusa.com/how-we-buy-houses/feed/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/how-we-buy-houses/feed/index.html	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:17	2176/2176	---M-Z	200	added ('OK')	text/css	etag:W/%22bf79d159f641ea9024fbe1f8f5c7efbc%22	https://cdn.carrot.com/artifacts/app/themes/carrot/dist/styles/credibility-block.faf3c137880ff8bd3d92b64b1bcaa428.css?ver=5.7.2	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/artifacts/app/themes/carrot/dist/styles/credibility-block.faf3c137880ff8bd3d92b64b1bcaa4289f31.css	(from https://www.sellmyhousenowusa.com/our-company/)
13:00:17	76049/76049	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:17%20GMT	https://www.sellmyhousenowusa.com/get-a-cash-offer-today/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/get-a-cash-offer-today/index.html	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:18	16852/16852	---M--	200	added ('OK')	image/png	etag:%22f4581d2345b15aca505ab2c6e2f5d493%22	https://cdn.carrot.com/uploads/sites/21832/2018/12/fox-4-florida-icon-300x100.png	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2018/12/fox-4-florida-icon-300x100.png	(from https://www.sellmyhousenowusa.com/our-company/)
13:00:18	56397/56397	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:17%20GMT	https://www.sellmyhousenowusa.com/resource-page/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/resource-page/index.html	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:18	60440/60440	---M-Z	200	added ('OK')	text/html	date:Fri,%2027%20Aug%202021%2008:00:18%20GMT	https://www.sellmyhousenowusa.com/privacy/	C:/Users/Zain%20Basharat/Desktop/Payoffer/www.sellmyhousenowusa.com/privacy/index.html	(from https://www.sellmyhousenowusa.com/how-we-buy-houses/)
13:00:19	25124/25124	---M--	200	added ('OK')	image/jpeg	etag:%22d926600974bf86d7a054bb6e40da512a%22	https://cdn.carrot.com/uploads/sites/21832/2018/12/REI_Marketing_Nerds_1400x1400-300x300.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2018/12/REI_Marketing_Nerds_1400x1400-300x300.jpg	(from https://www.sellmyhousenowusa.com/our-company/)
13:00:20	211177/211177	---M--	200	added ('OK')	image/jpeg	etag:%222431928bc0d8ea91a11819e3eafbff58%22	https://cdn.carrot.com/uploads/sites/21832/2012/01/Family-Photo-1024x845.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/cdn.carrot.com/uploads/sites/21832/2012/01/Family-Photo-1024x845.jpg	(from https://www.sellmyhousenowusa.com/our-company/)
13:00:20	82840/82840	---M--	200	added ('OK')	image/jpeg	etag:%221585768388%22	https://i.ytimg.com/vi/Bg8BrlOolxc/maxresdefault.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/i.ytimg.com/vi/Bg8BrlOolxc/maxresdefault.jpg	(from https://www.sellmyhousenowusa.com/our-company/)
13:00:20	21951/21951	---M--	200	added ('OK')	image/jpeg	etag:%221551731378%22	https://i.ytimg.com/vi/KsD1ms3TNXs/hqdefault.jpg	C:/Users/Zain%20Basharat/Desktop/Payoffer/i.ytimg.com/vi/KsD1ms3TNXs/hqdefault.jpg	(from https://www.sellmyhousenowusa.com/our-company/)
